timestep,neighbor,flow_mw,direction,cost_eur
2024-01-12 11:00:00,FI,-1500.0,export,-124125.0
2024-01-12 11:00:00,DK1,-740.0,export,-72283.2
2024-01-12 11:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 11:00:00,PL,-600.0,export,-63798.0
2024-01-12 11:00:00,LT,-700.0,export,-72037.0
2024-01-12 11:00:00,DE,-615.0,export,-60386.85
2024-01-12 12:00:00,NO1,-398.74,export,-37896.25
2024-01-12 12:00:00,NO3,-139.17,export,-7639.04
2024-01-12 12:00:00,NO4,600.0,import,9720.0
2024-01-12 12:00:00,FI,-1500.0,export,-124125.0
2024-01-12 12:00:00,DK1,-740.0,export,-72283.2
2024-01-12 12:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 12:00:00,PL,-600.0,export,-63798.0
2024-01-12 12:00:00,LT,-700.0,export,-72037.0
2024-01-12 12:00:00,DE,-615.0,export,-60386.85
2024-01-12 13:00:00,NO1,-282.37,export,-26836.44
2024-01-12 13:00:00,NO3,414.92,import,22774.96
2024-01-12 13:00:00,NO4,600.0,import,9720.0
